iter	MAE
1459	717.9928298
1460	717.900412
1461	717.6406879
1462	717.2312745
1463	716.8853727
1464	716.223969
1465	715.6413385
1466	714.7015723
1467	714.1920075
1468	713.8866049
1469	713.7018637
1470	713.6000293
1471	713.3468855
1472	713.0284917
1473	712.6332862
1474	712.4320962
1475	712.1861272
1476	712.0529378
1477	711.3502512
1478	711.2726681
1479	711.1584408
1480	710.6497722
1481	710.5033233
1482	710.2325336
1483	710.1666981
1484	709.9281559
1485	709.7267945
1486	709.5031793
1487	708.9824703
1488	708.7430667
1489	708.6012464
1490	708.1348027
1491	707.8743597
1492	707.4719597
1493	707.2972091
1494	706.8318155
1495	706.5115519
1496	706.4054046
1497	706.1766267
1498	705.9560538
1499	705.6802642
